index,iter,time,objective
0,0,1.524144638999831,-45882.14582575574
1,1,2.314097392000025,-45657.21750251317
2,2,3.223575893000001,-45497.731752443084
3,3,4.123838352999883,-45266.37482856504
4,4,5.3062695659999735,-45207.619606308144
5,5,6.478697411999805,-45191.9628561643
6,6,7.453099610999925,-44895.254930951705
7,7,8.493655547000001,-44863.138776100335
8,8,9.548674838999984,-44804.84200206774
9,9,10.683966870999894,-44783.88501805044
10,10,11.63909776399983,-44771.93108209167
11,11,12.605507986999815,-44620.53581229839
12,12,13.738027533999878,-44707.53171476676
13,13,14.79579646299989,-44419.43762413305
14,14,15.705350405999924,-44554.593713953276
15,15,16.796228127999928,-44478.44404575467
16,16,17.81397752700001,-44448.60640961052
17,17,18.927780129999853,-44394.1906905523
18,18,19.914273365999804,-44253.599227595514
19,19,20.85364646399999,-44330.68681746265
20,20,22.328713432999795,-44336.704242054424
21,21,23.31535231300001,-44229.63518317294
22,22,24.187370758999837,-44288.38277353597
23,23,25.229045878999866,-44224.02596883602
24,24,26.20693509799987,-44220.42122074025
25,25,26.96180018699984,-44242.00069885456
26,26,28.17460329699982,-44144.43518237839
27,27,29.245472337999846,-44194.79876427843
28,28,30.25751927999989,-44182.596492783785
29,29,31.156467219999993,-44125.00727229193
30,30,32.0851367889999,-44109.39066956607
31,31,33.32580915499991,-44056.025768175045
32,32,34.295483003999806,-44133.605457069025
33,33,35.24720163499983,-44039.00879906101
34,34,36.174874251999896,-43980.95011712783
35,35,37.208539128999924,-44099.90969676821
36,36,38.46221715599997,-43989.81703665531
37,37,39.686485812,-43916.04778088286
38,38,40.7214049999998,-43894.65403508603
39,39,41.633935567999956,-44004.876902646836
40,40,42.43493885099981,-43919.73955328638
41,41,43.31114155399985,-43882.42207774995
42,42,44.42493731499999,-43888.01316355555
43,43,45.46261124599981,-43860.87218267575
44,44,46.53715922999987,-43786.57406836413
45,45,47.572062739999964,-43881.64088458223
46,46,48.669534196999855,-43795.56388768779
47,47,49.8087834689999,-43817.14992813631
48,48,50.72943615099997,-43771.69830903508
49,49,51.80655336599983,-43818.01005841811
50,50,52.774178276999855,-43871.01366251189
51,51,53.78019507399993,-43698.01606342694
52,52,54.79358262300003,-43709.68366895872
53,53,55.91668391999998,-43683.139987584975
54,54,56.97085852999985,-43692.88990285601
55,55,57.979990650999824,-43766.92196327773
56,56,58.984800869999916,-43687.178319463776
57,57,60.04759075899981,-43629.205469330016
58,58,61.28694309700001,-43670.078677874284
59,59,63.05673143599997,-43628.63063574215
60,60,64.08015239299996,-43569.56722755498
61,61,65.060465203,-43631.43554763419
62,62,66.0481440669999,-43615.58027653718
63,63,66.97749889599997,-43606.267919439975
64,64,67.96613413899998,-43829.57276826213
65,65,68.87507048999984,-43558.48009283112
66,66,69.92439655499999,-43588.24965090794
67,67,71.19624951699981,-43516.36949000805
68,68,72.22451089499984,-43551.02145902967
69,69,73.15695099699987,-43465.39117310699
70,70,73.99687685699993,-43439.664606982056
71,71,76.22423200499988,-43490.36996213363
72,72,77.46997555399989,-43581.22778217279
73,73,78.59614158699988,-43457.02550661786
74,74,79.80554975599982,-43515.51662274828
75,75,80.7804716109999,-43468.83049321789
76,76,81.89530113299983,-43338.55767989002
77,77,82.96919054299988,-43473.07445919517
78,78,84.06186660799989,-43403.33585015709
79,79,85.05149683999991,-43409.96514915658
80,80,85.94961498099984,-43422.17875671819
81,81,87.0413861949998,-43331.691642860045
82,82,88.01567146299989,-43404.25263557867
83,83,88.92197797199991,-43238.62702140983
84,84,89.89896920099994,-43301.667582716895
85,85,91.33370622399985,-43318.21053121699
86,86,92.231333568,-43336.35778894012
87,87,93.35434807499988,-43300.001071212624
88,88,94.35911072200001,-43202.254459959135
89,89,95.29160761299985,-43226.97543703098
90,90,96.33789915299998,-43145.746503230286
91,91,97.29588786199992,-43201.68084186647
92,92,98.28846853099996,-43217.50751996018
93,93,99.47388494399982,-43146.14005311283
94,94,100.54535496799997,-43019.540031241726
95,95,101.78242125999998,-43186.70316631536
96,96,102.76876261299988,-43030.35018885927
97,97,103.88142989499984,-43102.663510261766
98,98,105.16207083899994,-43005.60569308598
99,99,106.03339685899996,-42968.76614033067
100,100,107.14207012899989,-42967.49364996645
101,101,108.12425567799993,-43011.93480855213
102,102,109.14620931499987,-43030.45372324537
103,103,110.0147245779999,-42878.40207500419
104,104,111.03816916099983,-42875.898860401656
105,105,112.14383791300003,-42866.184389802285
106,106,113.19091816699994,-42933.69357482102
107,107,114.19506578699988,-42890.907550426346
108,108,115.4395342499998,-42896.71744176194
109,109,116.40923643999989,-42821.56574447926
110,110,117.272460678,-42771.71925008681
111,111,118.204738748,-42635.26997132596
