index,iter,time,objective
0,0,1.26817165699997,-45062.57071196252
1,1,2.1783143759998493,-44527.318596543504
2,2,3.0956819479998665,-44708.20768083644
3,3,4.119337275999831,-44737.137090441895
4,4,5.120466300999978,-44467.08041710766
5,5,6.21137361999997,-43861.308634712426
6,6,7.486366290000034,-44245.49537015027
7,7,8.611074544999981,-44360.40943155245
8,8,9.697046662000007,-44369.115359900774
9,9,10.667670924999983,-44010.69619382325
10,10,11.81037090400001,-43715.145386542805
11,11,12.77016128599993,-44334.270782395906
12,12,13.75282027200004,-44195.48342707414
13,13,14.96347600899986,-43918.01728470977
14,14,15.904039904000005,-44151.73255137115
15,15,17.048147574000062,-44590.29252211789
16,16,18.000624590999912,-44719.620759470854
17,17,18.92635687699984,-44903.475051422574
18,18,20.044050647999857,-44587.10030603921
19,19,21.081946132999846,-44553.3372677795
20,20,22.093619800999992,-44950.31219183872
21,21,23.08740018799994,-44946.21844221844
22,22,24.088869207999902,-45967.058353175926
23,23,25.206722514000024,-44886.87154293622
24,24,26.09859058099985,-45244.58599527249
25,25,27.117626477999845,-45542.45568220872
26,26,28.078011217999972,-45306.24317898869
27,27,29.025849521999945,-45889.44502855889
28,28,29.89775750199985,-46007.97657010279
29,29,31.098142435000046,-45934.59846378685
30,30,32.226914167999986,-45269.42507817638
31,31,33.43781700000004,-45595.287792629744
32,32,34.44432481599995,-45497.30672572879
33,33,35.54002381599997,-45066.318895387165
34,34,36.59951568499999,-45634.412962075636
35,35,37.75977662099991,-45835.73926825554
36,36,38.777548931000055,-45894.71355432828
37,37,39.81792434899998,-46912.23607236963
38,38,40.92508652899996,-46978.53107216885
39,39,41.92795905399998,-45934.17560810977
40,40,43.03921317899996,-46319.67518590743
41,41,44.092261931000046,-46406.731418271025
42,42,45.112359557999994,-47308.92047250827
43,43,46.50596640399983,-46138.667993476396
44,44,47.64667867000005,-46636.402692417716
45,45,48.76317862599995,-46397.081866198874
46,46,49.96806065799994,-46322.57411652973
47,47,51.341817344999875,-46338.212403994956
48,48,52.44829036600003,-47563.31740473558
49,49,53.791197811000046,-46080.51156459085
50,50,55.060276651999914,-48021.500055200944
51,51,56.125875199999896,-46012.64740387547
52,52,57.20649723599991,-47162.84118849291
53,53,58.44238518500002,-47799.57286861197
54,54,59.570637960999974,-47455.68145995853
55,55,60.65875206999993,-47049.47282742666
56,56,61.78252620900003,-46507.78259273947
57,57,63.13333202699991,-47422.803614445125
58,58,64.24737794699986,-48078.42427272875
59,59,65.31231841099984,-46856.99978075264
60,60,66.48738272099989,-46890.31628988033
61,61,67.41593920499994,-47206.14082318629
